"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"980U";"Skader, forgiftninger og utilsiktede medikamentvirkninger uten overnatting";0.172;0;;0.252;21;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980X";"Andre ØH-relaterte tilstander uten overnatting";0.148;0;;0.193;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"981X";"Innleggelse uten overnatting for andre tilstander";0.159;0;;0.159;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"98A";"Bronkitt og astma 0-17 år m/bk";1.295;11;"M";1.295;4;0;"Ordinære innleggelser med overnatting";0;1;"98A_98B";"Ja"
"98B";"Bronkitt og astma 0-17 år u/bk";0.786;4;"M";0.786;4;0;"Ordinære innleggelser med overnatting";0;0;"98A_98B";"Ja"
"992O";"Fysisk treningsterapi som ledd i spesialisthelsetjenester til pasienter med somatiske lidelser";0.005;0;;0.005;23;0;"Polikliniske konsultasjoner";0;"Null";"Null";"Ja"
"993O";"Samarbeid- og oppfølgingsmøte med samarbeidspart utenfor spesialisthelsetjenesten for somatiske problemstillinger";0.020;0;;0.020;40;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Ja"
"995O";"Oppfølgingssamtale med samarbeidspart utenfor spesialisthelsetjenesten for somatiske problemstillinger";0.005;0;;0.005;40;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Ja"
"996O";"Behandlingstiltak rettet mot en gruppe pasienter";0.017;0;;0.017;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"997O";"Tverrfaglig utredning";0.107;0;;0.107;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"998O";"Grupperettet pasientopplæring";0.023;0;;0.000;23;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Ja"
"TD01A";"Pasientbehandling i gruppe - Psykoedukativ behandling - Voksne";0.136;0;;0.137;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD02A";"Pasientbehandling i gruppe - Annen behandling - Voksne";0.169;0;;0.137;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD02B";"Pasientbehandling i gruppe - Barn og unge";0.256;0;;0.354;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD03A";"Familierettet poliklinisk behandling - Voksne";0.246;0;;0.142;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD03B";"Familierettet poliklinisk behandling - Barn og unge";0.290;0;;0.354;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD10A";"Polikliniske konsultasjoner - Alkoholavhengighet - Voksne";0.180;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD11A";"Polikliniske konsultasjoner - Opioidavhengighet - Voksne";0.074;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD12A";"Polikliniske konsultasjoner - Cannabisavhengighet - Voksne";0.192;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD18A";"Polikliniske konsultasjoner - Samtidig rusproblem og alvorlig psykisk lidelse - Voksne";0.205;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD18B";"Polikliniske konsultasjoner - Samtidig rusproblem og alvorlig psykisk lidelse [Ikke ferdig definert] - Barn og unge";0.278;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD19A";"Polikliniske konsultasjoner - Annen rusmiddelavhengighet - Voksne";0.189;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD20A";"Polikliniske konsultasjoner - Schizofreni - Voksne";0.236;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD21A";"Polikliniske konsultasjoner - Andre psykoser - Voksne";0.211;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD31A";"Polikliniske konsultasjoner - Bipolar lidelse - Voksne";0.189;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD32A";"Polikliniske konsultasjoner - Andre depressive tilstander - Voksne";0.169;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD32B";"Polikliniske konsultasjoner - Depresjon - Barn og unge";0.248;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD33A";"Polikliniske konsultasjoner - Alvorlig depresjon - Voksne";0.179;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD38A";"Polikliniske konsultasjoner - Emosjonelle symptomer og tegn - Voksne";0.191;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD38B";"Polikliniske konsultasjoner - Emosjonelle symptomer og tegn - Barn og unge";0.275;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD40A";"Polikliniske konsultasjoner - Angst og fobiske lidelser - Voksne";0.166;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD40B";"Polikliniske konsultasjoner - Angst og fobiske lidelser - Barn og unge";0.251;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD424N";"Innleggelser - Operasjoner på pasienter med sykdom i HDG19";0.000;0;"K";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD424O";"Dagkirurgi - Operasjoner på pasienter med sykdom i HDG19";0.000;0;"K";0.000;19;0;"Dagkirurgi";0;"Null";"Null";"Nei"
"TD426A";"Innleggelser - Bipolare lidelser < 60 år";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD426B";"Innleggelser - Bipolare lidelser >59 år";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD426C";"Innleggelser - Andre affektive lidelser < 60 år";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD426D";"Innleggelser - Andre affektive lidelser > 59 år";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD427A";"Innleggelser - Angstlidelse";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD427B";"Innleggelser - Vedvarende belastnings- og tilpasningsforstyrrelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD427C";"Innleggelser - Akutt stressreaksjon";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD427D";"Innleggelser - Dissosiative og somatoforme lidelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD428N";"Innleggelser - Personlighetsforstyrrelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD429A";"Innleggelser - Organiske betingede mentale forstyrrelser m/bk";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD429B";"Innleggelser - Organiske betingede mentale forstyrrelser u/bk";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD42A";"Polikliniske konsultasjoner - Tvangslidelser - Voksne";0.181;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD42B";"Polikliniske konsultasjoner - Tvangslidelser - Barn og unge";0.278;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD430A";"Innleggelser - Schizofreni <30 år";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD430B";"Innleggelser - Schizofreni 30-59 år";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD430C";"Innleggelser - Schizofreni >59 år";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD430D";"Innleggelser - Andre langvarige psykoselidelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD430E";"Innleggelser - Andre kortvarige psykoselidelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD430F";"Innleggelser - Andre psykoser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD431A";"Innleggelser - Utviklingshemming";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD431B";"Innleggelser - Nevropsykiatriske forstyrrelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD431C";"Innleggelser - Andre mentale forstyrrelser hos barn";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD432A";"Innleggelser - Spiseforstyrrelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD432B";"Innleggelser - Andre spesifiserte mentale forstyrrelser";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD432C";"Innleggelser - Andre innleggelser relatert til tilstander i HDG 19";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD436A";"Innleggelser - Tilstander relatert til rusmiddelmisbruk m/bk";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD436B";"Innleggelser - Tilstander relatert til rusmiddelmisbruk u/bk";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD436C";"Innleggelser - Rusutløst psykose";0.000;0;"M";0.000;19;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD43A";"Polikliniske konsultasjoner - PTSD og tilpasningsfrostyrrelser m.v. - Voksne";0.175;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD43B";"Polikliniske konsultasjoner - PTSD og tilpasningsfrostyrrelser m.v - Barn og unge";0.260;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD499";"Innleggelser - Somatiske og andre tilstander utenom HDG 19";0.000;0;"M";0.000;40;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"TD50A";"Poliklinisk ECT-behandling";0.527;0;;0.380;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD60A";"Polikliniske konsultasjoner - Personlighetsforstyrrelser - Voksne";0.178;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD70A";"Nevropsykologisk undersøkelse - Voksne";0.269;0;;0.186;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD70B";"Nevropsykologisk undersøkelse - Barn og unge";0.356;0;;0.488;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD71A";"Annen omfattende testing og kartlegging med bruk av standardsierte verktøy - Voksne";0.232;0;;0.186;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD71B";"Annen omfattende testing og kartlegging med bruk av standardsierte verktøy - Barn og unge";0.376;0;;0.488;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD72B";"Observasjonstiltak i skole og barnehage m.v. - Barn og unge";0.387;0;;0.488;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD801A";"Diagnostiske, strukturerte polikliniske dagtilbud for psykiske og rusrelaterte lidelser - Voksne";0.492;0;;0.380;19;0;"Strukturerte polikliniske dagtilbud";1;"Null";"Null";"Nei"
"TD801B";"Diagnostiske, strukturerte polikliniske dagtilbud for psykiske og rusrelaterte lidelser - Barn og unge";0.760;0;;0.883;19;0;"Strukturerte polikliniske dagtilbud";1;"Null";"Null";"Nei"
"TD802A";"Terapeutiske, strukturerte polikliniske dagtilbud for psykiske og rusrelaterte lidelser - Voksne";0.544;0;;0.380;19;0;"Strukturerte polikliniske dagtilbud";1;"Null";"Null";"Nei"
"TD802B";"Terapeutiske, strukturerte polikliniske dagtilbud for psykiske og rusrelaterte lidelser - Barn og unge";0.810;0;;0.883;19;0;"Strukturerte polikliniske dagtilbud";1;"Null";"Null";"Nei"
"TD80A";"Polikliniske konsultasjoner - Alderspsykiatriske problemstillinger - Voksne";0.232;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD81A";"Polikliniske konsultasjoner -Spiseforstyrrelser - Voksne";0.190;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD81B";"Polikliniske konsultasjoner - Spiseforstyrrelser - Barn og unge";0.304;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD84B";"Polikliniske konsultasjoner - Autisme og andre gjennomgripende utviklingsforstyrrelser - Barn og unge";0.296;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD85B";"Polikliniske konsultasjoner - Psykisk utviklingshemming - Barn og unge";0.299;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD90A";"Polikliniske konsultasjoner - ADHD o.l. - Voksne";0.170;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD90B";"Polikliniske konsultasjoner - ADHD o.l. - Barn og unge";0.260;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD91B";"Polikliniske konsultasjoner - Barn under 5 år";0.370;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD93A";"Samarbeid- og oppfølgingsmøte med samarbeidspart utenfor spesialisthelsetjenesten – Voksne";0.200;0;;0.137;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD93B";"Samarbeid- og oppfølgingsmøte med samarbeidspart utenfor spesialisthelsetjenesten – Barn og unge";0.294;0;;0.318;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD95A";"Oppfølgingssamtale med samarbeidspart utenfor spesialisthelsetjenesten - Voksne";0.064;0;;0.052;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD95B";"Oppfølgingssamtale med samarbeidspart utenfor spesialisthelsetjenesten - Barn og unge";0.117;0;;0.078;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD96A";"Konsultasjon med pårørende – Voksne";0.232;0;;0.142;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD96B";"Konsultasjon med foresatte/pårørende – Barn og unge";0.293;0;;0.354;19;0;"Spesielle polikliniske tjenester";1;"Null";"Null";"Nei"
"TD97";"Fysisk treningsterapi som ledd i spesialisthelsetjenester til pasienter med psykiske eller rusrelaterte lidelser";0.114;0;;0.031;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD981";"Innleggelser uten overnatting - Psykiske og rusrelaterte tilstander";0.000;0;"M";0.000;19;0;"Innleggelser uten overnatting";0;"Null";"Null";"Nei"
"TD98A";"Polikliniske konsultasjoner - Uspesifiserte problemstillinger - Voksne";0.194;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD98B";"Polikliniske konsultasjoner - Uspesifiserte problemstillinger - Barn og unge";0.253;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD998A";"Grupperettet pasientopplæring innen PHV/TSB - voksne";0.100;0;;0.000;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD998B";"Grupperettet pasientopplæring innen PHV/TSB - barn";0.200;0;;0.000;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"TD99A";"Andre polikliniske konsultasjoner innen PHV&TSB - Voksne";0.205;0;;0.142;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD99B";"Andre polikliniske konsultasjoner innen PHV&TSB - Barn og unge";0.289;0;;0.354;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"TD99L";"Poliklinisk oppmøte for utlevering eller administrasjon av LAR-legemiddel";0.000;0;;0.000;19;0;"Spesielle polikliniske tjenester";0;"Null";"Null";"Nei"
"XD90A";"Polikliniske konsultasjoner - Andre problemstillinger - Voksne";0.220;0;;0.142;40;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"XD90B";"Polikliniske konsultasjoner - Andre problemstillinger - Barn og unge";0.288;0;;0.354;40;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Nei"
"XD981";"Innleggelser uten overnatting - Andre tilstander";0.000;0;"M";0.000;40;0;"Innleggelser uten overnatting";0;"Null";"Null";"Nei"
"ZD468";"Innleggelser - Større op uten sammenheng med hoveddiagnosen";0.000;0;"K";0.000;99;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"ZD468O";"Dagkirurgi - Større op uten sammenheng med hoveddiagnosen";0.000;0;"K";0.000;99;0;"Dagkirurgi";0;"Null";"Null";"Nei"
"ZD470";"Feilgruppering - Ikke grupperbar pga manglende opplysninger";0.000;0;;0.000;99;0;"Feilgruppering";0;"Null";"Null";"Nei"
"ZD470P";"Feilgruppering - Umulig dagkirurgisk behandling";0.000;0;;0.000;99;0;"Feilgruppering";0;"Null";"Null";"Nei"
"ZD477";"Innleggelser - Mindre op uten sammenheng med hoveddiagnosen";0.000;0;"M";0.000;99;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Nei"
"ZD477O";"Dagkirurgi - Mindre op uten sammenheng med hoveddiagnosen";0.000;0;"K";0.000;99;0;"Dagkirurgi";0;"Null";"Null";"Nei"
